sentence,label,GPT3_response
""" I don 't have any contracts for it right now .
",NNS," The number of the object of the sentence ""I don't have any contracts for"
"That light touch alone sent her senses soaring .
",NNS," The number of the object of the sentence ""That light touch alone sent her senses"
"With a flick of his wrist , he parted the folds of my skirt .
",NNS," The number of the object of the sentence ""With a flick of his wrist ,"
"She racked her brains to think what could have possibly got the government 's attention ?
",NNS," The number of the object of the sentence ""She racked her brains to think what"
"Since the kiss that morning , Neal hadn 't renewed his attentions .
",NNS," The number of the object of the sentence ""Since the kiss that morning , Neal"
"Thank heavens she 'd thought to indulge in pink satin after her shower .
",NNS," The number of the object of the sentence ""Thank heavens she 'd thought to"
"The other ships had all taken up anchoring positions around the large green bridge that towered over the river .
",NNS, The number of the object of the sentence is singular.
"The Grand Master frowned at the tarnished grain , she could of at least had the decency to defile the floor .
",NN," The number of the object of the sentence ""The Grand Master frowned at the tarn"
"I swipe my palms over my jeans .
",NNS," The number of the object of the sentence ""I swipe my palms over my jeans"
"And she had a special abilities just like me .
",NNS," The number of the object of the sentence ""And she had special abilities just like"
"The wind carried fragments of laughter over to the balcony .
",NNS," The number of the object of the sentence ""The wind carried fragments of laughter over"
""" My Dad had a stroke about 5 years ago .
",NN, The number of the object of the sentence is singular.
"I know Arlo 's capabilities and James is only human .
",NNS," The number of the object of the sentence ""I know Arlo 's capabilities"
"His eyes shot bitter venom at her .
",NN," The number of the object of the sentence ""His eyes shot bitter venom at her"
"Her questing fingers found his flat , male nipple ; she smiled to see it draw to a tight point under her touch .
",NN, The number of the object of the sentence is singular.
"Who knew what nightmare his brother would raise ?
",NN," The number of the object of the sentence ""Who knew what nightmare his brother would"
"He steps down another stair and then another , closing in on me like the damn walls always do .
",NN, The number of the object of the sentence is singular.
"You have four new messages from your grandpa !
",NNS," The number of the object of the sentence ""You have four new messages from your"
"He saw easy marks in the two young sailors .
",NNS," The number of the object of the sentence ""He saw easy marks in the two"
"Whatever was happening , my trembling hands had already started the task of searching for the spot where I 'd left off .
",NN, The number of the object of the sentence is singular.
"While I waited , still clutching Sawyer 's hand , I felt the stares around me .
",NNS, The number of the object of the sentence is singular.
""" Son , I saw those pages the vamps sent .
",NNS," The number of the object of the sentence ""Son, I saw those pages the"
"He could feel the heaviness in her heart .
",NNS," The number of the object of the sentence ""He could feel the heaviness in"
"It 's carrying hardware , no crew - everything on automatic . ""
",NN," The number of the object of the sentence ""It 's carrying hardware , no"
"Caterina pulled the reins of her horse in , so that it reared .
",NNS," The number of the object of the sentence ""Caterina pulled the reins of"
"The bite shot a zing of sensation to every limb .
",NN," The number of the object of the sentence ""The bite shot a zing of"
"The company was making significant leaps every day and he 'd become confident in the abilities of his subordinate Officers .
",NNS, The number of the object of the sentence is singular.
"But did she have the sorts of dreams I had ?
",NNS," The number of the object of the sentence ""But did she have the sorts of"
""" Oops -- dropped my pen . ""
",NN," The number of the object of the sentence ""Oops -- dropped my pen."""
"I can still tell you what was in there : Two dresses , one fancier than the other .
",NNS," The number of the object of the sentence ""I can still tell you what was"
"It also hovered only a few inches from her skin , same as with Kingsley .
",NNS, The number of the object of the sentence is singular.
"Once the tents were up , a variety of colors checkered the landscape .
",NN," The number of the object of the sentence ""Once the tents were up , a"
"Mara set down a platter overflowing with biscuits , warm slices of fresh bread , bacon , and sausage links .
",NN, The number of the object of the sentence is plural.
"A tingle of excitement ran down his spine .
",NN," The number of the object of the sentence ""A tingle of excitement ran down"
"Her comment pricks my curiosity , but she continues before I can ask her about it .
",NN, The number of the object of the sentence is singular.
"Will probably make an excellent hunter , too .
",NN," The number of the object of the sentence ""Will probably make an excellent hunter ,"
"When he arrived to the tables he found his group playing cards as if nothing was happening .
",NNS, The number of the object of the sentence is singular.
"Usually , the pill dulled all areas of the brain except for the one in which the person was naturally most gifted .
",NNS, The number of the object of the sentence is singular.
"Then I pick up a razor that 's by my foot and break up the clumps with it .
",NN," The number of the object of the sentence ""Then I pick up a razor that"
"His body stopped inches away from hers .
",NNS," The number of the object of the sentence ""His body stopped inches away from hers"
"At sixteen , she could be considered a suspect .
",NN," The number of the object of the sentence ""At sixteen , she could be considered"
"Anger must be cutting off the blood supply to her brain .
",NN," The number of the object of the sentence ""Anger must be cutting off the"
""" I found cameras in the bedrooms ! ""
",NNS," The number of the object of the sentence ""I found cameras in the bedrooms!"""
"Standing a few yards away was a little girl , her head cocked at an impossible angle and dry blood covering her mouth .
",NNS, The number of the object of the sentence is singular.
"I swallow my toast and take a sip of tea .
",NN," The number of the object of the sentence ""I swallow my toast and take a"
"Why , when I look in your eyes , I see the wheels turning ? ""
",NNS," The number of the object of the sentence ""Why , when I look in your"
"Pork was getting a good price and they 'd been able to buy another horse and a small wagon .
",NN, The number of the object of the sentence is singular.
"As soon as you reach the bottom use your compass to navigate there .
",NNS," The number of the object of the sentence ""As soon as you reach the bottom"
"When I went to bed earlier , I heard the typical night noises from the nocturnal animals in the trees and the insects making their usual sounds .
",NNS, The number of the object of the sentence is singular.
"The second dark-haired man snapped off a salute .
",NN," The number of the object of the sentence ""The second dark-haired man snapped"
"I was just bagging apples when my cell phone rang .
",NNS," The number of the object of the sentence ""I was just bagging apples when"
"An evil woman would have given the disks to Bill 's boss , Eric .
",NNS," The number of the object of the sentence ""An evil woman would have given the"
"He used the cloth to blot them away .
",NN," The number of the object of the sentence ""He used the cloth to blot them"
"I shuddered at the eerie image and sat down on one of the uncomfortably firm red sofas that filled the family Cinema .
",NNS, The number of the object of the sentence is singular.
""" I hunt monsters and I think there is one here .
",NNS," The number of the object of the sentence ""I hunt monsters and I think there"
"They made their exit together and , shortly thereafter , her magic carried them both far away .
",NN, The number of the object of the sentence is plural.
"' They 'll keep your spark plugs working if you 're lucky , but that 's about it .
",NNS," The number of the object of the sentence ""' They 'll keep your spark plugs"
"Tonight I bought condoms , and almost nothing else , with the boy I 'm planning to use them with .
",NNS, The number of the object of the sentence is singular.
"The stone had a smooth , almost glassy quality as it reflected the evening sun .
",NN," The number of the object of the sentence ""The stone had a smooth , almost"
"Fallon suppressed a groan .
",NN," The number of the object of the sentence ""Fallon suppressed a groan."""
"Either way , Lena would be reading the crossword puzzle .
",NN," The number of the object of the sentence ""Either way , Lena would be reading"
"Fortunately , she hadn 't requested references .
",NNS, singular
"We found the labs on the next floor .
",NNS," The number of the object of the sentence ""We found the labs on the next"
"I ordered two hamburgers for him and a small Pepsi for me , and returned to the table to wait .
",NNS, The number of the object of the sentence is plural.
"He must have felt pity for me , otherwise he never would have smiled and answered .
",NN," The number of the object of the sentence ""He must have felt pity for me"
"He took a cloth and wiped her face , and then he kissed her forehead .
",NN, The number of the object of the sentence is singular.
"He flipped a few more pages .
",NNS," The number of the object of the sentence ""He flipped a few more pages."""
"Quinlan closed the file and set it down , then crossed his arms over his chest .
",NN, The number of the object of the sentence is singular.
"I could almost see his mind spinning .
",NN," The number of the object of the sentence ""I could almost see his mind spinning"
""" Can I borrow a pen ? ""
",NN," The number of the object of the sentence ""Can I borrow a pen?"" is"
"And in my head , I 'm already composing the email that I 'll send to Becca about this experience .
",NN, The number of the object of the sentence is singular.
"Buck patted the pistol inches from our heads .
",NNS," The number of the object of the sentence ""Buck patted the pistol inches"
"In her mind 's eye , Sean 's Collar gleamed on his throat like a white-hot band , the Celtic knot a tangle of bright energy .
",NN, singular
"Ed called everyone Kevin .
",NNS," The number of the object of the sentence ""Ed called everyone Kevin .
"""
"I heard the sirens first .
",NNS," The number of the object of the sentence ""I heard the sirens first"""
"I zipped the pamphlets into my backpack and stepped into the hallway , thinking it was lucky I 'd kept that stupid elevator key after all .
",NNS, singular
"Mallory and I exchanged hugs .
",NNS," The number of the object of the sentence ""Mallory and I exchanged hugs"
"Jennifer shouldered a large platter and tacked on an artificial smile .
",NN," The number of the object of the sentence ""Jennifer shouldered a large platter"
"I had ignored her obvious attempts to ditch me .
",NNS," The number of the object of the sentence ""I had ignored her obvious attempts to"
"He pushed the notepad across the table .
",NN," The number of the object of the sentence ""He pushed the notepad across the"
""" Why don 't we just take the tape to the Principal ? ""
",NN," The number of the object of the sentence ""Why don't we just take the"
"I skim down the page briefly before I begin reading .
",NN," The number of the object of the sentence ""I skim down the page briefly before"
"Austin set up the speakers and docked his iPod .
",NNS," The number of the object of the sentence ""Austin set up the speakers and d"
"She stiffened her backbone and lifted her chin .
",NN," The number of the object of the sentence ""She stiffened her backbone and lifted"
"I explored the contents of the cupboard , but didn 't find anything that sounded good .
",NNS, The number of the object of the sentence is singular.
"Hormones and sex appeal suck balls .
",NNS," The number of the object of the sentence ""Hormones and sex appeal suck"
"She got the coke .
",NN," The number of the object of the sentence ""She got the coke."" is"
""" I beg your pardon , Mademoiselle , she 's a Turk - she recently followed me to France , from Martinique . ""
",NN, The number of the object of the sentence is singular.
"Kai added more than enough milk to his , hesitating before he asked , "" Did you mean that ? ""
",NN, The number of the object of the sentence is singular.
"She nudged her horse several paces to one side and let out a sigh of relief .
",NNS," The number of the object of the sentence ""She nudged her horse several p"
"His arrow missed the wolves by a large margin .
",NNS," The number of the object of the sentence ""His arrow missed the wolves by a"
"Savannah found two candles .
",NNS," The number of the object of the sentence ""Savannah found two candles"" is"
"I think perhaps the latter because they would not have carried him down the stairs last night when he was bleeding .
",NN, The number of the object of the sentence is singular.
"If so , they risked capture by the Spanish , or murder by this or some other tribe on the way south or on the way back .
",NN, The number of the object of the sentence is plural.
"Henrietta gave a shrug , which was probably the wrong thing to do .
",NN," The number of the object of the sentence ""Henrietta gave a shrug ,"
"Otherwise you can run some errands for me , like picking up your prom dress . ""
",NNS, The number of the object of the sentence is singular.
"Gloria always had her best interests at heart .
",NNS," The number of the object of the sentence ""Gloria always had her best"
"The creatures slammed into their blades and shields amidst a cacophony of screeches and guttural sounds unintended for men 's ears .
",NN, The number of the object of the sentence is plural.
"We had families to worry about . ""
",NNS," The number of the object of the sentence ""We had families to worry about."""
"If you ran out on them and left them here , how could you look those little wobbly noses in the face again ? '
",NNS, The number of the object of the sentence is plural.
""" Two hundred dollars ? ""
",NNS," The number of the object of the sentence ""Two hundred dollars"" is singular."
"We can 't take any chances . ""
",NNS," The number of the object of the sentence ""We can't take any chances."""
"She probably doesn 't even need a bodyguard .
",NN," The number of the object of the sentence ""She probably doesn't even need a"
"A few hundred yards through the woods he could see the frame of a barn under construction .
",NN, The number of the object of the sentence is singular.
"Then again , he was wearing a bulletproof vest .
",NN," The number of the object of the sentence ""Then again , he was wearing a"
"I hold an umbrella over three heads , fighting off the rain while the moisture brightens the old mounds of dirt , like a fresh dig .
",NN, The number of the object of the sentence is singular.
""" I don 't hurt females .
",NNS," The number of the object of the sentence ""I don't hurt females."" is"
"She loved jewelry and it had an assortment of jewelry inside .
",NN," The number of the object of the sentence ""She loved jewelry and it had an"
"He jerked the material over his head , baring his chest to her view .
",NN, The number of the object of the sentence is singular.
"NO NO NO NO NO NO NO .
",NN," The number of the object of the sentence ""NO NO NO NO NO NO NO"
"I 'd drunk a soda and let it go at that .
",NN," The number of the object of the sentence ""I 'd drunk a soda and"
"He knew his duty .
",NN," The number of the object of the sentence ""He knew his duty"" is singular"
""" I have exactly one fifteen minute video . ""
",NN," The number of the object of the sentence ""I have exactly one fifteen minute video"
"Our EBT sheeple will out vote the opposition .
",NN," The number of the object of the sentence ""Our EBT sheeple will out"
"Money can buy people many items .
",NNS," The number of the object of the sentence ""Money can buy people many items."""
"You 're making excuses for her .
",NNS," The number of the object of the sentence ""You 're making excuses for her"
"He 'd already put pints of blood and sweat into it , but he should be able to safely hand it over now .
",NNS, singular
"I 've got eleven more to go . ""
",NNS," The number of the object of the sentence ""I 've got eleven more to"
"Because you had a mental breakdown ? ""
",NN," The number of the object of the sentence ""Because you had a mental breakdown?"""
"We must set a good example . ""
",NN," The number of the object of the sentence ""We must set a good example."""
"Mr. Skeeter turned the glare of disappointment on me and I shut up .
",NN," The number of the object of the sentence ""Mr. Skeeter turned the glare"
"Do you accept the responsibility this task entails , and do you now swear to uphold our laws ?
",NN," The number of the object of the sentence ""Do you accept the responsibility this task"
""" I 'm sending you his info . ""
",NN," The number of the object of the sentence ""I'm sending you his info."""
"One of his men is regaining consciousness and is attempting to stand .
",NN," The number of the object of the sentence ""One of his men is regaining"
"We will not allow harm to come her way again . ""
",NN," The number of the object of the sentence ""We will not allow harm to come"
"I felt my pulse quicken all the way to my fingertips as a million questions flooded my head .
",NN, The number of the object of the sentence is singular.
""" Activate all perimeter sensors . ""
",NNS," The number of the object of the sentence ""Activate all perimeter sensors."" is"
"They shared unique powers , but those powers could never be blended .
",NNS," The number of the object of the sentence ""They shared unique powers , but those"
"He straightened her gown , then crossed the room , picked up a comforter from a divan , returned , and covered her with it .
",NN, The number of the object of the sentence is singular.
"Charlie honked his horn impatiently .
",NN," The number of the object of the sentence ""Charlie honked his horn impatiently"
"' They sign a pledge not to touch alcohol .
",NN," The number of the object of the sentence ""' They sign a pledge not to touch"
"His dark hair looked artificial , like something penned in with a Magic Marker .
",NN," The number of the object of the sentence ""His dark hair looked artificial , like"
"Bob whittled a scale into the branch .
",NN," The number of the object of the sentence ""Bob whittled a scale into"
"Applying pressure , I worked my thumbs up the muscles of his spine .
",NNS, The number of the object of the sentence is singular.
"He found no batteries , but two foil wrapped cereal bars looked to be in relatively good condition , so he tucked them into his pocket .
",NNS, The number of the object of the sentence is singular.
"The very strength of the British fleet left the ships on the blockade in strangely isolated circumstances .
",NNS," The number of the object of the sentence ""The very strength of the British fleet"
"I pushed aside my growing unease .
",NN," The number of the object of the sentence ""I pushed aside my growing unease"
"His magic had chosen the method .
",NN," The number of the object of the sentence ""His magic had chosen the method."""
"The little boy , Hanif , is shooting daggers at me with his eyes -- all of us actually .
",NNS," The number of the object of the sentence ""The little boy , Hanif ,"
"Who would he share his secrets with when she was gone ?
",NNS," The number of the object of the sentence ""Who would he share his secrets with"
""" On the other hand , he 'd dropped his steak into the fire , so I 'd had to split mine with him .
",NN, The number of the object of the sentence is singular.
"Once he had fought the invisible ties that bound him .
",NNS," The number of the object of the sentence ""Once he had fought the invisible ties"
"A tremor of dread rippled down Julia 's spine .
",NN," The number of the object of the sentence ""A tremor of dread ripp"
"We could then start ruling together .
",NN," The number of the object of the sentence ""We could then start ruling together."""
""" I had a hunch that was what was going on . ""
",NN," The number of the object of the sentence ""I had a hunch that was"
"He was wearing brown slacks and a tan button-down shirt , with wool slippers .
",NNS, The number of the object of the sentence is singular.
"She could use her healing gifts enough to help .
",NNS," The number of the object of the sentence ""She could use her healing gifts enough"
"Trick smiles and his eyes hold no humor , just dead blackness , like a shark 's .
",NN, The number of the object of the sentence is singular.
"I put him in a couple of deals for peanuts and made him over one hundred thousand dollars . ""
",NNS, The number of the object of the sentence is singular.
"He had felt an initial terror and an urge to run for cover .
",NN," The number of the object of the sentence ""He had felt an initial terror and"
"Shaken , he redoubled his efforts to concentrate .
",NNS," The number of the object of the sentence ""Shaken , he redoubled"
"I didn 't want the devils to come for me and the site of losing my whole family still stung me .
",NNS, The number of the object of the sentence is singular.
"Might as well do the furniture too , for he had taken over the existing furniture when he bought the home .
",NN, The number of the object of the sentence is singular.
""" How many other sisters do you have , again ? ""
",NNS," The number of the object of the sentence ""How many other sisters do you have"
""" So you have fangs ?
",NNS," The number of the object of the sentence ""So you have fangs?"" is"
"She 's kept up her version of the villainous Andrade clan when Nick only remembered them warmly welcoming him .
",NN, The number of the object of the sentence is singular.
""" I never take clients along on a verification trip .
",NNS, The number of the object of the sentence is singular.
"Eli put down his hot chocolate .
",NN," The number of the object of the sentence ""Eli put down his hot chocolate"
""" If I give the order to get out , I don 't want any arguments . ""
",NNS, The number of the object of the sentence is singular.
"At state , we usually have two relay teams , the main team and subs .
",NNS," The number of the object of the sentence ""At state, we usually have two"
"She just didn 't want her record producing boyfriend to see the evidence of her betrayal .
",NN, The number of the object of the sentence is singular.
""" The next time you feel like getting upset and yelling at the entire council , do us all a favor ? ""
",NN, The number of the object of the sentence is singular.
"He knocked two coins off the price if I gave him the Jeep for a week . ""
",NNS, The number of the object of the sentence is singular.
"I gave a lopsided shrug .
",NN," The number of the object of the sentence ""I gave a lopsided shrug"
"He took his wallet out of a pocket and retrieved a roll of notes .
",NN," The number of the object of the sentence ""He took his wallet out of a"
"They all have a personality .
",NN," The number of the object of the sentence ""They all have a personality"" is"
"I made vague regretful noises so that Lillian would continue .
",NNS," The number of the object of the sentence ""I made vague regretful noises so"
"The more you rise in life , more you lose the freedom to operate .
",NN," The number of the object of the sentence ""The more you rise in life ,"
"You have ripped the lid off the powder keg .
",NN," The number of the object of the sentence ""You have ripped the lid off the"
"Savannah let out another breathy moan and he thought his heart stopped .
",NN," The number of the object of the sentence ""Savannah let out another breathy"
"You cook his meals , clean his home , give him regular sex that makes him easier to deal with .
",NNS, The number of the object of the sentence is singular.
"Judge hadn 't experience joy in his life for decades .
",NN," The number of the object of the sentence ""Judge hadn 't experience joy in"
"Rina , who lacked artifice and possessed extraordinary depth offered him many layers to uncover and revel in .
",NNS, The number of the object of the sentence is singular.
"With so much powerful opposition , I don 't give good odds on their success .
",NNS, The number of the object of the sentence is singular.
"How else could I explain his powers ?
",NNS," The number of the object of the sentence ""How else could I explain his powers"
"Jon had no other directions to follow so he turned the machine to the vector KT pointed too .
",NNS," The number of the object of the sentence ""Jon had no other directions to follow"
"The mingled gray and silver lifelines decorated the landscape like tinsel on a Christmas tree .
",NN, The number of the object of the sentence is singular.
"Like the chunks of cleanser in the shower . ""
",NNS," The number of the object of the sentence ""Like the chunks of cleanser in"
"Claire reared back , her black bob swinging .
",NN," The number of the object of the sentence ""Claire reared back , her"
"I want his cock inside me .
",NN," The number of the object of the sentence ""I want his cock inside me"""
"It was definitely covering its tracks .
",NNS," The number of the object of the sentence ""It was definitely covering its tracks"""
"His blue eyes held an intelligence that indicated that he was not easily taken in by falsehoods .
",NN, The number of the object of the sentence is singular.
"Alcoa needs tin and bauxite and copper .
",NN," The number of the object of the sentence ""Alcoa needs tin and b"
"You , Uncle Karol , will teach your classes tomorrow .
",NNS," The number of the object of the sentence ""You , Uncle Karol , will"
"She rubbed its hardness on her cheeks , and she allowed her lips to glide over the soft wrinkled skin of his scrotum .
",NNS, The number of the object of the sentence is singular.
"You take some deep breaths and calm down . ""
",NNS," The number of the object of the sentence ""You take some deep breaths and calm"
""" No , listen , "" he said , a knot of need tightening in his gut as her sweet scent stormed his senses .
",NNS, singular
""" You could describe the Exclusive Brethren as an extremist splinter group from them .
",NNS, The number of the object of the sentence is singular.
""" I mean umm ... hi !
",NN," The number of the object of the sentence ""I mean umm ... hi!"""
"I know the lesson for the day .
",NN," The number of the object of the sentence ""I know the lesson for the day"
"Gathering her up in his arms , he lifted her thighs around his waist and drove home in one deep thrust .
",NNS, The number of the object of the sentence is singular.
"Stopping at a vendors stall , Scarborough bought a banana which she shared with her husband in a rare moment of generosity .
",NN, The number of the object of the sentence is singular.
"I followed his advice almost to the letter because I was so grateful for what he had done for me .
",NN, The number of the object of the sentence is singular.
"I relayed the elements of the toxin to Aidan .
",NNS," The number of the object of the sentence ""I relayed the elements of the toxin"
"Most don 't have powers .
",NNS," The number of the object of the sentence ""Most don 't have powers ."
"Overhead , the wind chased the clouds across the darkening sky .
",NNS," The number of the object of the sentence ""Overhead , the wind chased the"
"I aint pain ya to run a social club , ' he shouted , his voice was coarse and guttural .
",NNS," The number of the object of the sentence ""I aint pain ya to run"
"He dismissed that possibility accordingly .
",NN," The number of the object of the sentence ""He dismissed that possibility accordingly .
"
"She took a towel and covered herself with it .
",NN," The number of the object of the sentence ""She took a towel and covered herself"
"Just when Alix was drifting back to sleep , she heard a loud moan , as if Laurel was in horrible pain .
",NN, singular
"Jane couldn 't suppress the yawn .
",NN," The number of the object of the sentence ""Jane couldn 't suppress the yawn"
"He has no male peers in his life .
",NNS," The number of the object of the sentence ""He has no male peers in his"
"I didn 't need her pity .
",NN," The number of the object of the sentence ""I didn't need her pity."""
"Lily made the necessary introductions , marveling at how Mr. Dolan , too , seemed inordinately eager to make Janey 's acquaintance .
",NNS, The number of the object of the sentence is singular.
""" All those who live here take their obligations seriously . ""
",NNS," The number of the object of the sentence ""All those who live here take their"
"She placed her palms on the glass .
",NNS," The number of the object of the sentence ""She placed her palms on the glass"
"Heavy slabs of muscles layered his ribs , but his skin was too pale , and cold to the touch .
",NNS, The number of the object of the sentence is singular.
"He offered no denial about the fact that he 'd sneaked inside .
",NN," The number of the object of the sentence ""He offered no denial about the fact"
"The ambulance men bent down and with gentle , careful movements peeled back the patchwork quilt .
",NN, The number of the object of the sentence is singular.
"You want their minds .
",NNS," The number of the object of the sentence ""You want their minds."" is plural"
"I was now navigating the quarry roads from the map .
",NNS," The number of the object of the sentence ""I was now navigating the quarry roads"
"David Wise had been delivering babies for more than twenty years , and his calm reassurance had gone a long way toward relieving James 's fears .
",NNS, The number of the object of the sentence is singular.
""" You 're pleading less-than-perfect English skills to explain the inappropriateness of barking ' stay ' at me across the parking lot like that ? ""
",NNS, The number of the object of the sentence is singular.
"Her hands traveled down my backside as she dug her nails into my back , exciting me more than I already was .
",NN, The number of the object of the sentence is singular.
"She hadn 't put any restrictions or limitations on who or what kind of man she wanted to fulfill her needs .
",NNS, The number of the object of the sentence is singular.
""" Wow , I 've never met a real writer before .
",NN, The number of the object of the sentence is singular.
"The cold bit like fangs during the night .
",NNS," The number of the object of the sentence ""The cold bit like fangs during"
"Lavender unwound the chain from around the handcuffs and she was free to move around , albeit her left hand was still handcuffed .
",NN, The number of the object of the sentence is singular.
"Caroline was still idly watching the monitor when suddenly Bowie 's target signal lit up .
",NN, singular
"The men drank their beers .
",NNS," The number of the object of the sentence ""The men drank their beers"" is"
"His mind hammered his growing insecurity .
",NN," The number of the object of the sentence ""His mind hammered his growing insecurity."""
"You have no aspirations .
",NNS," The number of the object of the sentence ""You have no aspirations."" is singular"
""" I can 't sense the changes fast enough .
",NNS," The number of the object of the sentence ""I can't sense the changes fast"
"No need to hide the camp , just hide our tracks from here . ""
",NNS," The number of the object of the sentence ""No need to hide the camp ,"
"It had cost him a little more than a hundred dollars .
",NNS," The number of the object of the sentence ""It had cost him a little more"
"They found seats in the smoker and Morris told Dan to sit near the window .
",NNS, The number of the object of the sentence is singular.
"He heard another swift intake of breath when the trees suddenly cleared and there it was .
",NN," The number of the object of the sentence ""He heard another swift intake of breath"
"She sips the lemonade , her bones clacking .
",NN," The number of the object of the sentence ""She sips the lemonade ,"
"His smile bared his fangs .
",NNS," The number of the object of the sentence ""His smile bared his fangs"
"Do not make excuses for your misguided actions . ""
",NNS," The number of the object of the sentence ""Do not make excuses for your misguided"
""" I beg your pardon ? ""
",NN," The number of the object of the sentence ""I beg your pardon"" is singular"
"How about if I wore boxers ?
",NNS," The number of the object of the sentence ""How about if I wore boxers"
"He will give you updates but thinks you should hump it in ?
",NNS," The number of the object of the sentence ""He will give you updates but thinks"
