sentence,label,GPT3_response
"But my well-being is not important right now .
",NN," The number of the subject of the sentence ""But my well-being is not important right now"" is singular."
"An usher accepted their tickets .
",NN," The subject of the sentence is ""usher."""
"Her womb clenched on the verge of orgasm .
",NN," The subject of this sentence is ""womb,"" which is singular."
"Changing the subject , the letters and articles end so abruptly at the end of November .
",NNS, singular
"His scowl clearly refuted her .
",NN, singular
"But her nerves were raw , and her fear was choking .
",NNS," The number of the subject of the sentence ""But her nerves were raw , and her fear was choking ."" is singular."
"Shouts echoed through the doors and the crowd outside parted to make a path for the police .
",NNS, plural
"Halfway through the meeting however , terrible cramps seized her , worse than she ever remembered having and stealing her breath .
",NNS, The number of the subject of the sentence is singular.
"Mitchell 's resistance dissolved into amusement .
",NN," The number of the subject of the sentence ""Mitchell's resistance dissolved into amusement."" is singular."
"The runner clutched his right side , failing to stanch a crimson bloom from seeping through his white shift .
",NN, Singular
"Love turned on his heel and walked out .
",NN, The number of the subject of the sentence is singular.
"Three more rats scrambled past , knocking him over .
",NNS," The number of the subject of the sentence ""Three more rats scrambled past , knocking him over .
"" is plural."
"Our most direct route would be to cut straight through the heart of the basin and turn into the far , southwestern end .
",NN, singular
""" Mountains , they got their dangers , just like anywhere else .
",NNS, The subject of the sentence is plural.
"Every bump and jostle , every quiver , set her teeth on edge , and she kept waiting for a huge CRACK .
",NN, The number of the subject of the sentence is singular.
"The publisher had come through , wanting more of Jess .
",NN, The number of the subject of the sentence is singular.
"The pit of my stomach drops .
",NN, The subject of the sentence is singular.
"An immense cackle rolled down the street .
",NN, Singular.
"Lots of fighting between species , even within species , and Miguel decided that females should be sequestered .
",NNS, The number of the subject of the sentence is plural.
"The challenge was on the table for him to pick up .
",NN," The subject of the sentence is ""The challenge,"" which is singular."
"A little reluctantly I let him drag out of me what I had overheard Price say in the back of the car about the Directory .
",NN, Singular
"Her eyelids remained closed and her chest beat in a steady rhythm .
",NNS, The number of the subject of the sentence is singular.
"There were no signs of the dogs this morning though .
",NNS," This sentence is in the passive voice. The subject of the sentence is ""signs."""
"The throbbing spread to include a spot on the swell of her breast .
",NN, It is singular.
"Others might use it to kill as well and escape the consequences in this fashion . ""
",NNS," The number of the subject of the sentence ""Others might use it to kill as well and escape the consequences in this fashion"" is plural."
"Others had no grass at all .
",NNS, Singular
"My priorities now are to put the wheels in motion to find Callahan and do some investigation on Moylan .
",NNS, The number of the subject of the sentence is plural.
"The drums were so loud they were all I could hear .
",NNS, The number of the subject of the sentence is singular.
"Her degree was in business , too , but focused on entrepreneurship .
",NN, The number of the subject of the sentence is singular.
"Flowers was the surname given to bastards born of noble parents in the Reach .
",NNS," The number of the subject of the sentence ""Flowers was the surname given to bastards born of noble parents in the Reach"" is singular."
"Two sentences into the article I knew this was the one .
",NNS," The subject of the sentence is ""Two sentences."""
"The euphoria from having a well-deserved nap was wearing away .
",NN, singular
"There are huge computer screens on one wall , one of them running a program similar to my dad 's web crawler .
",NNS, plural
"The torches grew brighter when he looked at them and his headache relaxed for a moment before growing more painful .
",NNS, singular
"There were metal bars tied to the other patient 's window panes , like railings .
",NNS," The sentence is in the passive voice, so the subject is plural."
"A maw had opened through the center of the ruined building and the light flickered up from it , unholy and terrifying .
",NN, The number of the subject of the sentence is plural.
"My neighbor on the right is fighting with his wife over the phone , and my newest one , the woman on the left , is hungry .
",NN, singular
"The pirates fired shots at his chest , or else spent their energy chopping at his legs .
",NNS, singular
"What had that ghoul infected her with ?
",NN, singular
"Only Americans and people who didn 't care about coffee went there .
",NNS, The number of the subject of the sentence is plural.
""" Those bikes are going to need a lot of help before they 'll run again . ""
",NNS, singular
"The rustling of clothes brought his attention back to the present as Dee sorted through the box .
",NN, Singular
"A scuffling and a thump sounded from above .
",NN, singular
"While these minions of evil may try their hand at destroying you , the Master is not powerless in your defense . ""
",NN, The subject of the sentence is singular.
"A third spider hit her .
",NN, singular
"My teammates cheered , and I was surprised to find myself laughing .
",NNS, The number of the subject of the sentence is singular.
""" I forbid it , "" said his grandfather .
",NN," The number of the subject of the sentence "" I forbid it , "" said his grandfather . is singular."
"Their mothers had been sisters .
",NNS, plural
"A low growl escaped him as Julian 's hand seized hold of his shoulder , trying to pull him back .
",NN, singular
"What were the ghosts going to do ?
",NNS," The subjects of the sentence are the ghosts, which is plural."
"Again there was a quick exchange of glances between the members of my family .
",NN," The Subjects of the sentence ""Again there was a quick exchange of glances between the members of my family."" is plural."
"My grandparents took good care of me .
",NNS," The number of the subject of the sentence ""My grandparents took good care of me .
"" is plural."
"Those items are crucial to us . ""
",NNS," The subject of the sentence ""Those items are crucial to us."" is plural."
"There were high racks of camouflage gear in every conceivable shade of green and brown , in sizes down to infant sleepers .
",NNS," The number of the subject of the sentence ""There were high racks of camouflage gear in every conceivable shade of green and brown , in sizes down to infant sleepers .
"" is plural."
"His foe was a large barbarian named Ulrich , who was nearly seven feet tall and had muscles the size of mountains .
",NN, The number of the subject of the sentence is singular.
"There were chains bolted to the wall .
",NNS, The number of the subject is singular.
"Jared 's jaws fluttered .
",NNS, The subject is singular.
"What 's the latest Pam ? ""
",NN, The number of the subject of the sentence is singular.
"Others thought her cruel , but sometimes necessity could wear no other face .
",NNS, Singular
"The bits of wood and tinder I have gathered are dry now , I discover upon getting out , and I set about making a fire .
",NNS, Singular
"But in a tightly packed theater with only a thousand seats , five or six rowdy fans booing heartily sounded like a hundred .
",NNS," The number of the subject of the sentence ""But in a tightly packed theater with only a thousand seats , five or six rowdy fans booing heartily sounded like a hundred .
"" is plural."
"There was some uncertainty in his deep blue eyes although his face was still friendly and looked surprised .
",NN, The subject of the sentence is singular.
"While businesses struggled to begin again ; thousands even committed suicide as an expression of their shame and hopelessness , for years to come .
",NNS," The number of the subject of the sentence ""While businesses struggled to begin again ; thousands even committed suicide as an expression of their shame and hopelessness , for years to come ."" is plural."
"A lilting script declared "" General Benjamin W. Jones and Mrs. Adele Langley Jones , with their daughter Beverly , 1868 . ""
",NN," The number of the subject of the sentence ""A lilting script declared "" General Benjamin W. Jones and Mrs. Adele Langley Jones , with their daughter Beverly , 1868 . "" is singular."
"And the release , oh gods , it would be so good .
",NN," The number of the subject of the sentence ""And the release , oh gods , it would be so good .
"" is singular."
"Almost all creatures were , give or take a few organs .
",NNS, plural
"Bottles and boxes lay in the aisles .
",NNS,"

The number of the subject of the sentence ""Bottles and boxes lay in the aisles"" is plural."
"The slab my parents had been on is now empty .
",NN," The subject of the sentence is ""The slab,"" which is singular."
"All the kindness he 'd shown her .
",NN," The number of the subject of the sentence ""All the kindness he 'd shown her .
"" is singular."
""" What resources yeh talkin ' about ? ""
",NNS, The number of the subject of the sentence is singular.
"And a bowl of milk for them , too , "" she added as the maid set the gown down and moved to leave the room .
",NN, plural
"Words , of course , that brought his brow dropping low once more so that he scowled all over again .
",NNS, I cannot answer this question with the information given.
"cried the spider as everyone obeyed .
",NN, singular
"At 2,750 degrees , stainless steel within the buildings will melt .
",NN, The number of the subject of the sentence is singular.
"When Jonas had finally gone out to tell him that he had a grandson , Emerson 's roar of approval had shaken the building .
",NN, The number of the subject of the sentence is singular.
"The magician has to concentrate very hard to keep his demon from turning on him .
",NN, The subject of the sentence is singular.
"The military environment and routine wrapped itself around him with relaxing familiarity , while Paige stiffened more with every second back in the sunny South .
",NN, It is singular.
""" And the gas and the brakes , "" I say out loud .
",NN, The number of the subject is singular.
"The senatorial committee has been collecting documentation for months now .
",NN," The number of the subject of the sentence ""The senatorial committee has been collecting documentation for months now ."" is plural."
"A pale , bluish scar ran down his ribs , making her wonder what had happened .
",NN, Singular
"The family 's neighbor became my first Luna .
",NN, singular
"Henry texts back : Carter got trashed and made out with freshman from lunch .
",NNS," The number of the subject of the sentence ""Henry texts back : Carter got trashed and made out with freshman from lunch .
"" is singular."
"The vine creaked and snapped .
",NN," The number of the subject of the sentence ""The vine creaked and snapped"" is singular."
"This insanity stops here , now . ""
",NN," The number of the subject of the sentence ""This insanity stops here, now."" is singular."
"On the way up , my breasts brushed his chest , and he hauled me against him .
",NNS, The number of the subject of the sentence is singular.
"A chill ran through my spine and down to my toes , tingling as though I 'd sat on them for too long .
",NN, singular
"The agony in his expression kills me .
",NN, The subject of the sentence is singular.
"Our mornings together were beginning to have the comfort of routine .
",NNS, Singular.
""" What was the route ? ""
",NN," The subject of the sentence is ""route,"" which is singular."
"Things will be different now .
",NNS," The number of the subject of the sentence ""Things will be different now."" is plural."
"Lots of people can do some magic if the situation is right , but only a few are born with full magical powers . ""
",NNS, The number of the subject of the sentence is plural.
"Next to the grounding peace of the garden , the serene tranquility of her library served as her favorite sanctuary .
",NN, singular
"The publisher felt it would make the whole thing look more serious .
",NN," The number of the subject of the sentence ""The publisher felt it would make the whole thing look more serious."" is singular."
"There were some serious fireworks hidden inside Brielle , and she 'd just ignited his curiosity - and that wasn 't all she 'd ignited .
",NNS, The subject of the sentence is singular.
"The black hearted vultures were spiralling around , sinking their beaks into what had once been his vessel of life in this world .
",NNS, The number of the subject is plural.
"The boom ricocheted around the room , the bullet embedding itself in the far wall .
",NN, Singular
""" The sheriff and judge were talking about you .
",NN, Singular
"The lab tech stops me before I can go on .
",NN, The subject of the sentence is singular.
"The blue-eyed cowboy shook his head .
",NN, singular
"Nearly all users ( 87 % ) answered far more than the required two questions .
",NNS, The number of the subject of the sentence is plural.
"Looks like you need a good meal and a warm bed with no more repairs for today .
",NNS, The number of the subject of the sentence is singular.
"The Jeep slipped a bit as he backed out of the parking space , making her pulse skip .
",NN, Singular
"There were still some ghosts she apparently hadn 't exorcised .
",NNS, The subject of the sentence is plural.
"Things were so much easier for the young these days than in her time , Chicky thought .
",NNS, singular
"The beast tensed , drew up his shoulders , and crooked his arms .
",NN, The subject of the sentence is singular.
"And spies are everywhere .
",NNS,"

The number of the subject of the sentence ""And spies are everywhere."" is plural."
"Soldiers are lining up before me .
",NNS,"

The subject of the sentence is ""soldiers."" This is a plural noun, so the verb should be conjugated accordingly. In this case, the correct verb would be ""are."""
"A sharp tap on the window woke me up a little later .
",NN," The number of the subject of the sentence ""A sharp tap on the window woke me up a little later"" is singular."
"Every canyon and glacier and sandy shore .
",NN," The number of the subject of the sentence ""Every canyon and glacier and sandy shore .
"" is singular."
"Words , at least the kind that were spoken on land , had no meaning there .
",NNS, Plural
"There were no overhead light fixtures ; rays of sunlight poured in through tall windows along two adjacent sides of the room .
",NNS, plural
"The Master hobbled out , his back bent as though the blue pointed cap on his head were filled with lead .
",NN, singular
"Sexual predators rarely thought beyond their own cravings .
",NNS, The number of the subject of the sentence is singular.
"Her thumbs caressed the sculpted line of his cheekbones , holding him still as she pressed her lips to the tip of his aristocratic nose .
",NNS, Singular
"Wisdom , reserve , meditation , secrecy .
",NN," The number of the subject of the sentence ""Wisdom , reserve , meditation , secrecy .
"" is singular."
"The sources I examined are consistent , but most likely because they all have a common origin . ""
",NNS, The number of the subject of the sentence is singular.
"My stamina isn 't what it should be , and my muscles are already shaking from fatigue .
",NN, singular
"Others in the house were still sleeping .
",NNS," The number of the subject of the sentence ""Others in the house were still sleeping"" is plural."
"Tears began to run down her face and she said , "" Hell , yes . ""
",NNS, singular
"Black feathers rain all around me and then everything goes silent .
",NNS," The number of the subject of the sentence ""Black feathers rain all around me and then everything goes silent."" is singular."
""" The gas master is in full force mode . ""
",NN, singular
"A queue , a line had formed outside many metres long and wide , a crowd really .
",NN, The number of the subject of the sentence is plural.
"Lights flashed as Caesar thought .
",NNS, The subject of the sentence is singular.
""" Sometimes , the appetizers are better than the main course . ""
",NNS, The number of the subject of the sentence is singular.
"But those promises are for what I hope is our future !
",NNS, singular
"The photos were duly restrained ; they showed only as much as it was necessary .
",NNS, plural
"As instructed , servants laid a large pillow beside the throne , and Nolen pulled the Mage up to it .
",NNS, It is singular.
""" Answer me , "" Jackson commanded , his voice low but his expression thunderous .
",NN, singular
"Moses sat himself down on the ground in front of the bench .
",NNS, The subject of the sentence is singular.
"But the new Death has the power to harness souls .
",NN," The number of the subject of the sentence ""But the new Death has the power to harness souls"" is singular."
"The glamour would be easy .
",NN, singular
"Some time later , her appetite reminded her that it was time to eat something .
",NN," The number of the subject of the sentence ""Some time later , her appetite reminded her that it was time to eat something .
"" is singular."
"My footsteps echoed as I walked across the empty lobby , but the concierge still didn 't come out to greet me .
",NNS, singular
"His flashlight was still working .
",NN, Singular
""" There 's tea downstairs if you want any ? ""
",NNS, It is singular.
"Is sexual reproduction a fundamental of our universe or just a chance earth evolutionary success ?
",NN, singular
"Lights flickered in the ceiling and from the open doorways on either side of the hall .
",NNS, singular
"Recovery operations are underway , but authorities believe , given the massive size of the explosions , progress will be ' difficult ' . ""
",NNS, singular
"The differences , though , were profound , and McKie reminded himself of this .
",NNS, The subject of the sentence is singular.
"The triangles were moving around , changing positions randomly .
",NNS," The number of the subject of the sentence ""The triangles were moving around , changing positions randomly .
"" is plural."
"Jess glared at him before winding up the window , and driving on .
",NNS, The number of the subject of the sentence is singular.
"Its imposing build and the black color , so menacing and disquieting , attracted him because of the perfect match with his authoritative gloomy character .
",NN," Its imposing build and the black color, so menacing and disquieting, attracted him because of the perfect match with his authoritative gloomy character."
"There was even an exceptionally vivid drawing of an act so absurdly crude , that I worried how long it would stick in my head .
",NN, singular
""" How have the cravings been lately ? ""
",NNS," The number of the subject of the sentence ""How have the cravings been lately?"" is plural."
""" Okay , my instincts tell me you 're dangerous and powerful .
",NNS," The number of the subject of the sentence """" Okay , my instincts tell me you 're dangerous and powerful .
"" is singular."
"Shadowhunters don 't hide . ""
",NNS, singular
"The trained warrior was instantly pointing toward one of the hovering vampires .
",NN, singular
"The bubbles tickled my nose and for a minute I thought I might sneeze .
",NNS, The subject is singular.
"My survival instincts kicked in and I kicked wildly and bit my attacker 's hand .
",NNS, singular
"Dogs whined and howled .
",NNS, The number of the subject of the sentence is singular.
"The drummer , Travis , and I had even had lunch together twice , and when we were working he had established himself as my resident bodyguard .
",NN, singular
""" The insecurity was always there .
",NN, 'Insecurity' is a singular noun.
"The effects of the pendant had completely faded by the third day of her awakening .
",NNS, The effects is plural.
"Near the window was an elaborate model of the solar system , intricate planets and moons held in place by wire orbits .
",NNS,"

The number of the subject of the sentence ""Near the window was an elaborate model of the solar system , intricate planets and moons held in place by wire orbits ."" is singular."
"Edward 's horn glowed .
",NN, The number of the subject of the sentence is singular.
"Rafe 's official department photograph stared back at her .
",NN," The number of the subject of the sentence ""Rafe 's official department photograph stared back at her .
"" is singular."
"A factor which exposed next door 's equally ample greenery .
",NN, This sentence is confusing and the number of the subject is unclear.
"But first , there was Wednesday poached eggs with Caridad , a tradition that now went back more than a decade .
",NNS, The number of the subject of the sentence is singular.
"By this time , the stench was more than I could bear .
",NN," The number of the subject of the sentence ""By this time , the stench was more than I could bear .
"" is singular."
"Two gunmen had them pinned from above , and another two were positioned in the dark recesses that stretched before them .
",NNS,"

The number of the subject of the sentence ""Two gunmen had them pinned from above, and another two were positioned in the dark recesses that stretched before them."" is plural."
"There were no cameras in the room and no obvious listening devices .
",NNS," The number of the subject of the sentence ""There were no cameras in the room and no obvious listening devices"" is plural."
"When he walked in the door , the coroner , Helen Chuan , a petite , attractive woman , was waiting for him .
",NN, The number of the subject of the sentence is singular.
"The third option was to split the two .
",NN," The number of the subject of the sentence ""The third option was to split the two"" is singular."
"The trembling hadn 't started yet , but it would soon , and the faster she made her escape , the better .
",NN, The number of the subject of the sentence is singular.
"Dragons cannot stand the cold , so when winter fell Hal and his wing would fly south .
",NNS," The number of the subject of the sentence ""Dragons cannot stand the cold , so when winter fell Hal and his wing would fly south .
"" is plural."
"Maybe even pirates went to bed at a decent hour in Minnesota .
",NNS,"

The number of the subject of the sentence ""Maybe even pirates went to bed at a decent hour in Minnesota."" is plural."
"The video was there to stay - forever , I was one click away from turning into an E Hollywood story .
",NN, The subject of the sentence is singular.
"Is there a social bound I pass in asking ?
",NN," The number of the subject of the sentence ""Is there a social bound I pass in asking?"" is singular."
"The wipers flicked across the windshield , flinging droplets through the glare of the spotlight .
",NNS, The subject of the sentence is singular.
"His guilt wouldn 't let him .
",NN," The number of the subject of the sentence ""His guilt wouldn't let him."" is singular."
"At the same time sirens sounded .
",NNS, The subject of the sentence is plural.
"The Sphinx leaned forward and tapped the little gong with the hammer again .
",NN, The number of the subject of the sentence is singular.
"Glancing at his watch , his perpetual scowl returned .
",NN, The number of the subject of the sentence is singular.
"Another bout of giggles erupted before she could stop them .
",NN, Singular
"His motives , and the planning behind the decision to go to the Congo , are a matter of record .
",NNS, The number of the subject of the sentence is plural.
"The anxiety in her voice is the same that developed in the gym after Nicholas stayed to say hello to her .
",NN," The anxiety in her voice is the same that developed in the gym after Nicholas stayed to say hello to her. 
    
The number of the subject of the sentence is singular."
"With the Need gone , her personality has shifted into something much darker .
",NN," The subject of the sentence is ""personality."""
"Questions mean safety . ""
",NNS, singular
"The slums would burn , not stone nobleman keeps . ""
",NNS, The subject of the sentence is singular.
"The back seats in the extended cab were also full of suitcases and crates .
",NNS, plural
"Wonder what crisis is boiling up now ?
",NNS," The number of the subject of the sentence ""Wonder what crisis is boiling up now ?"" is singular."
""" Privacy laws prevent me from giving you their names . ""
",NNS, The number of the subject is singular.
"Somewhere in the house a kettle screamed .
",NN, Singular.
"Chance had agreed to pick me up at my house and take me to his father 's car lot .
",NN, The number is singular.
"More gorillas poured into the compound , ignoring the rasping broadcast sounds .
",NNS, The number of the subject of the sentence is singular.
"10 Inside my body , my cells felt like they were exploding .
",NNS, The subject of the sentence is singular.
"There was enough pork on the 600 pound monster to give a portion to anyone who wandered by the House .
",NN, singular
"The spider sitting in his brain stared at me with its many eyes .
",NN, The number of the subject of the sentence is singular.
"Another deafening crash resounded through the ceiling .
",NN, Singular
"You never call , is your Skype broken ? ""
",NN," The number of the subject of the sentence ""You never call, is your Skype broken?"" is singular."
"Though his touch calmed her , her protective urges were still running high .
",NN, The number of the subject of the sentence is singular.
"There are too many Officials for me to calculate , but I 'd guess at fifty .
",NNS, Plural
"Things don 't look bad , but this is getting monotonous and I can 't wait to carry her head back to Master .
",NNS, The number of the subject of the sentence is singular.
"Part of me was all for walking away , but another knew how vulnerable Trent was .
",NN, The number of the subject of the sentence is singular.
"His heart literal y skipped a beat when I moved .
",NN, The number of the subject of the sentence is singular.
"The corners of his mouth lifted slightly .
",NNS, The subject is singular.
"If that sort of power fell into the wrong hands , the damage would be catastrophic .
",NN, It is singular.
"The marks had stopped moving .
",NNS," The number of the subject of the sentence ""The marks had stopped moving."" is singular."
"The ancient peoples are at the centre .
",NNS, plural
"There was an exclamation from behind the counter .
",NN, The subject of the sentence is singular.
"Four shots came within an inch of the center .
",NNS, singular
"Around the fire , the black figures , the chimps , went wild .
",NNS, plural
"From my vantage point , I can see the Fitzgerald ranch next to me , the black iron grates in the first-floor windows that apparently I inspired .
",NN, The subject of the sentence is plural.
"Her lack of endearment doesn 't go unnoticed , but for some inexplicable reason , the text still makes me smile .
",NN, singular
"In return , Errol 's classmates also shared their stories down below the rainbow and the clouds .
",NNS, The number of the subject of the sentence is singular.
"Wouldn 't visitors come directly to the outpost ?
",NNS, singular
"The hawk sitting in the corner of the boat shuffled his wings .
",NN, singular
"The two inept minions charged up and out of the brush towards Camden crunching twigs underfoot as they went .
",NNS, plural
"The fierce winds sounded like millions of animals crying out at once .
",NNS," The number of the subject of the sentence ""The fierce winds sounded like millions of animals crying out at once."" is plural."
"In India , posters of lost children are a common sight in every police station , bus stops , and any public places .
",NNS," In this sentence, the subject is ""posters."""
""" The second creation was a shape-shifter .
",NN," This sentence is in the passive voice, so the number of the subject is unknown."
"Late in the afternoon four days later a small air transport arrived at the farm with the new Neil on board .
",NN, Singular
"The antler chandelier once suspended over the dining table now sat in a broken pile on the floor beside my feet .
",NN, The number of the subject of the sentence is singular.
"Anxiety about my dad continued to eat me up all day .
",NN, Singular
"There are strong Imperial regulations against weapons . ""
",NNS," The number of the subject of the sentence ""There are strong Imperial regulations against weapons . "" is plural."
"The pale orb wobbled , then it rose .
",NN," The number of the subject of the sentence ""The pale orb wobbled , then it rose ."" is singular."
"An ibex approached , great horns coiled in arches behind its head .
",NNS, The number of the subject of the sentence is singular.
"The others cluster around me , questioning me on what has happened although I cannot bring myself to speak it aloud .
",NN, singular
"The very first passenger was the inventor 's own wife , and no , Mr. Ferris wasn 't seeking to get rid of his good lady . ""
",NN, The number of the subject of the sentence is singular.
"The soft velvety feel of the sofa cushioned her back .
",NN," The number of the subject of the sentence ""The soft velvety feel of the sofa cushioned her back."" is singular."
"A rainbow appeared on the horizon .
",NN," The number of the subject of the sentence ""A rainbow appeared on the horizon"" is singular."
"But even so , our ideas of what makes a "" good time "" are starkly different .
",NNS, singular
"That would be followed by a plea agreement to driving while intoxicated or some other lame charge , "" the colonel said .
",NN,"

The number of the subject of the sentence ""That would be followed by a plea agreement to driving while intoxicated or some other lame charge,"" the colonel said, is singular."
"The vamps had been tailing me for that long ?
",NNS, The subject of the sentence is plural.
"His reputation on the street was that he got the job done ... whatever the "" job "" was , efficiently and without fuss .
",NN, The number of the subject of the sentence is singular.
"Zeus inhaled through his nose and stared at the ceiling .
",NNS, The number of the subject of the sentence is singular.
"A soldier advanced toward them , "" Where you folks planning on going ?
",NN," The subject of the sentence ""A soldier advanced toward them, ""Where you folks planning on going?"" is plural."
"Of course the colors were different .
",NNS," The number of the subject of the sentence ""Of course the colors were different"" is plural."
"When he came toward her , his movements were well-coordinated , which allowed Emma to relax a little .
",NNS, singular
"Looks like we 've got some brave souls fighting on our side . ""
",NNS," The number of the subject of the sentence ""Looks like we 've got some brave souls fighting on our side . "" is plural."
"The pretty young blonde looked right at her then , and even in the distance , Kira could see a flash of bright green in her eyes .
",NN, singular
"And there was the damage the propellers below the surface could do .
",NN, singular
"His planned route had never considered a final destination , only the goal of escape .
",NN," The subject of the sentence is ""His planned route,"" which is singular."
"Both groups forbade the match and told the pair that they would disown them if they went ahead .
",NNS, The number of the subject of the sentence is plural.
"Her self-deprecating humor is far too alluring for my own good .
",NN, The number of the subject of the sentence is singular.
"The cold iron of manacles clamped Rif 's wrists .
",NN," The number of the subject of the sentence ""The cold iron of manacles clamped Rif 's wrists .
"" is singular."
"There were more competitors at this third event of the season , making the wait between rides that much longer .
",NNS, The subject is plural.
"The Molotov cocktails rained down on the lake periphery with uncanny accuracy .
",NNS, plural
"All the stores were near empty .
",NNS," The singular form of ""store"" is used because it is the stores collectively that are being referred to as a unit."
"There was no nausea , no distaste for the smells wafting in the air around him .
",NN, Singular.
"At the request her manner changed ; she seemed frightened !
",NN," The subject of the sentence is ""manner."""
"The supplies we brought were just a guess .
",NNS, plural
""" Two trailers , "" Luc said , pointing to the screen .
",NNS, The number of the subject of the sentence is singular.
"Just as quickly , orbs of all shapes and sizes flared to light around me .
",NNS, The subject of the sentence is singular.
"Clever trick of Andrei 's to give a few more minutes ' grace .
",NN, singular
"Raw , bright colors edge into his aura .
",NNS, The subject is singular.
""" Your organization isn 't as careful as you might think .
",NN, The number of the subject of the sentence is singular.
"Maybe there were some leftovers he could bury himself in .
",NNS," The number of the subject of the sentence ""Maybe there were some leftovers he could bury himself in ."" is plural."
"The countess sank in her fangs .
",NNS," The number of the subject of the sentence ""The countess sank in her fangs .
"" is singular."
"Once this place was gone , those little orange pills would be the only thing standing between her and a possibly painful death .
",NNS, singular
"Questions were what haunted her the most now .
",NNS," The number of the subject of the sentence ""Questions were what haunted her the most now"" is plural."
"From across the way , torches burned brightly as the knights prepared to ride from the castle compound .
",NNS, plural
"Happily , the rollers worked as intended and the module made its slow progress across the transfer block and into the hold of Red One .
",NNS, Singular
"His valet would have a fit .
",NN, The subject of the sentence is singular.
"The contract terms were more than fair .
",NNS," The number of the subject of the sentence ""The contract terms were more than fair."" is plural."
"As Jason knocked a third time , locks disengaged , and the door whipped inward .
",NNS, The number of the subject of the sentence is singular.
"The silver charm blurred .
",NN, The subject of the sentence is singular.
"How 's your brother Tim doing ? ""
",NN,"

The subject of the sentence is ""How,"" which is singular."
"The roads were empty and black beneath the darkened sky , and Jeremy pressed the accelerator , speeding toward Greenville .
",NNS, plural
"Reality forced its way through her need .
",NN, Singular.
"The commander asked Heather , "" You have taken great risk for our people despite your distrust of those of the palace ; I wonder why ? ""
",NN, The number of the subject of the sentence is singular.
"Of all the crazy things , aliens had to come knocking on my door .
",NNS, The number of the subject of the sentence is singular.
""" Ok , well let me get inside and find out what is going on .
",NN, singular
"Others were men that Julie could identify if given enough time to study they photographs .
",NNS, The number of the subject of the sentence is plural.
"The scowl hadn 't left his face since the mines , deepening whenever his eyes drifted in my direction .
",NN," The number of the subject of the sentence ""The scowl hadn't left his face since the mines, deepening whenever his eyes drifted in my direction."" is singular."
