sentence,label,GPT3_response
"You and that brat .
",PRES," The tense of the sentence ""You and that brat."" is present."
"Adel sees that Nora has made up her mind .
",PRES," The tense of the sentence ""Adel sees that Nora has made up her mind"" is present."
"The afflicted exhaled and it was over .
",PAST," The tense of the sentence ""The afflicted exhaled and it was over."" is past."
"fake Mira commanded , pointing at Jace .
",PAST," The tense of the sentence ""fake Mira commanded , pointing at Jace .
"" is present."
"But he nods , resolute with this plan .
",PRES," The tense of the sentence ""But he nods , resolute with this plan ."" is present."
""" He stole the money from the evidence room .
",PAST, The tense of the sentence is past.
"He chuckles then pats my shoulders as if to say my back is now free of dirt .
",PRES, The tense of the sentence is past.
"At the second station he ceased to exist . ""
",PAST," The tense of the sentence ""At the second station he ceased to exist"" is past."
"But his eyes glowed with obvious pride and satisfaction as he looked at his three daughters .
",PAST, The tense of the sentence is past.
""" You out sightseeing , or are you looking for something ? ""
",PRES, The tense of the sentence is present.
"For the first time in his life , Timothy wishes he were shorter .
",PRES, The tense of the sentence is present.
"A recording of a soft female voice announced the name of the next station .
",PAST, The tense of the sentence is past.
"She reaches high , so high , followed in every movement by the strings as if they are at her command .
",PRES, The tense of the sentence is present.
"And he brings a friend named Reynaldo .
",PRES," The tense of the sentence ""And he brings a friend named Reynaldo"" is present."
"She likes your dress . ""
",PRES," The tense of the sentence ""She likes your dress."" is present."
"Dad snaps his head up .
",PRES," The tense of the sentence ""Dad snaps his head up"" is present."
"Exiting with two other gentlemen she did not recognize , the angel in disguise accompanied the men inside the squat Kondo with its curving double roof .
",PAST, The tense of the sentence is past.
"Not a speck of dust blanketed the exposed woodwork .
",PAST, The tense of the sentence is past.
"He opens the door , his right hand automatically reaching for the pull switch hanging from the ceiling and the room lights up .
",PRES, The tense of the sentence is present.
"He sniffed the wind .
",PAST," The tense of the sentence ""He sniffed the wind."" is present."
"Kai clears his throat , and both maidens look over at him .
",PRES," The tense of the sentence ""Kai clears his throat , and both maidens look over at him ."" is present."
"By our laws , you acted within your rights .
",PAST," The tense of the sentence ""By our laws, you acted within your rights."" is present."
""" But , Crawlers , "" I insist .
",PRES, The tense of the sentence is present.
"I exhaled a quick laugh .
",PAST," The tense of the sentence ""I exhaled a quick laugh"" is present."
"He eyed the rivers of sweat snaking their way down his body .
",PAST," The tense of the sentence ""He eyed the rivers of sweat snaking their way down his body"" is present."
"Those words pound in my head as my feet slap the pavement .
",PRES," The tense of the sentence ""Those words pound in my head as my feet slap the pavement"" is present."
"In playful terror , the animal fled , and took refuge under his bed .
",PAST, The tense of the sentence is past.
"I blushed and looked down at my feet .
",PAST," The tense of the sentence ""I blushed and looked down at my feet"" is past."
"Good ... The word bounced around the fragmented edges of Peter 's completely blown mind , not finding any relevant echo to what he was feeling .
",PAST, The tense of the sentence is past.
"An electric silence vibrated between them , arcing and spitting tension .
",PAST, The tense of the sentence is present.
"They either home schooled their kids , sent them to the public institutions their community operated on very rare occasions , or sent them to private schools .
",PAST, The tense of the sentence is past.
"She fed sensuously , her body undulating against his , her buttocks pressing against him , the friction an enticement , a temptation .
",PRES, The tense of the sentence is present.
"Cooper chuckles and grabs my wrist , stopping me .
",PRES," The tense of the sentence ""Cooper chuckles and grabs my wrist , stopping me .
"" is present."
"Someone clears their throat , and we both look toward Lennox , and most of the vigilantes who are watching us with curious expressions on their faces .
",PRES, The tense of the sentence is past.
"He installed a telephone in his office for Lara 's calls .
",PAST, The tense of the sentence is past.
"In other words , dramatic license strikes again !
",PRES," The tense of the sentence ""In other words , dramatic license strikes again !"" is present."
"When it was her son 's turn to wrestle , she cheered him on and clapped the loudest in the crowd when he won .
",PAST, The tense of the sentence is past.
"He lies down on the bed with me and I bury my face into his chest .
",PRES, The tense of the sentence is present.
""" Thanks , "" she mumbled under her breath .
",PRES, The tense of the sentence is past.
""" Hey , you lookin ' for a date ? ""
",PAST, The tense of the sentence is present.
"Charlotte chided him and reached for my hand .
",PAST," The tense of the sentence ""Charlotte chided him and reached for my hand"" is past."
"Emma falls down into an endless darkness .
",PRES," The tense of the sentence ""Emma falls down into an endless darkness."" is present."
"The police dog 's tail wagged vigorously as he escorted them to the waiting car .
",PAST, The tense of the sentence is present.
"The deck of cards emerged and we started the now familiar routine .
",PAST," The tense of the sentence ""The deck of cards emerged and we started the now familiar routine"" is past."
""" No flying cups , reports or fists . ""
",PRES, The tense of the sentence is present.
"The upstairs hall light shone down the steps .
",PRES, The sentence is in the present tense.
"While her heroines often wield a sword , they equally value the skilled use of their intelligence , wisdom , courage , and compassion .
",PRES, The tense of the sentence is present.
"So we created the school to find at-risk students and keep them under a watchful eye . ""
",PAST, The tense of the sentence is past.
"His eyes fastened on mine as his mouth lingered above me .
",PAST, The tense of the sentence is past.
"He nods his head .
",PRES," The tense of the sentence ""He nods his head"" is present."
"They proceeded directly toward the site , following the overhead laser beams .
",PAST, The tense of the sentence is past.
"Eric returned with a stack of newspaper , matches to light the fire , the makings for s 'm ores , and a patio chair cushion .
",PRES, The tense of the sentence is past.
""" Mr. Gray . ""
",PRES, The tense of the sentence is present.
"He invites me out of obligation , but I can 't go to him and his new wife .
",PRES, The tense of the sentence is past.
""" Ma , Simon loves the water and knows it better than any of us .
",PRES, The tense of the sentence is present.
""" Except when you don 't , "" Allegra persisted .
",PAST, The tense of the sentence is present.
"Here we are , Grandma announced , activating the left blinker and turning into the parking lot of King of the Road Auto Repair .
",PAST, The tense of the sentence is present.
"This whole mess with the police affects me and the baby . ""
",PRES, The tense of the sentence is present.
"A small silver disc holds the date we pledged our love for each other .
",PRES, The tense of the sentence is past.
"The lights of the Riverview Inn glowed in the distance .
",PAST," The tense of the sentence ""The lights of the Riverview Inn glowed in the distance"" is present."
"The dew soaked through his shirt .
",PAST," The tense of the sentence ""The dew soaked through his shirt."" is past."
"His hand slides out of mine as he says , "" Sorry . ""
",PRES, The tense of the sentence is past.
"The flash bewildered her .
",PRES," The tense of the sentence ""The flash bewildered her."" is present."
"I paid the driver , and then as carefully as I could , maneuvered her out of the cab .
",PAST, The tense of the sentence is past.
"She trusted Byron where she might not have any other .
",PAST," The tense of the sentence ""She trusted Byron where she might not have any other"" is past."
"The wolf padded out the door .
",PRES," The tense of the sentence ""The wolf padded out the door"" is present."
"Black Mist only uses them to clear the way for their own purposes . ""
",PRES, The tense of the sentence is past.
"I clasped a hand over my mouth , stifling the gasp that rose in my throat .
",PAST, The tense of the sentence is past.
"We need to get as many people off this rock as possible , "" he responds .
",PRES, The tense of the sentence is present.
"He wonders how quickly this vast and total deprivation will drive him crazy .
",PRES, The tense of the sentence is present.
"I know you want to watch something macho like American Chopper or LA Ink , "" I joked .
",PAST, The tense of the sentence is present.
""" I learnt to play the role expected of me .
",PAST, The tense of the sentence is past.
"You dreamed this voice . ""
",PAST," The tense of the sentence ""You dreamed this voice."" is past."
"Faded spades shone on the brick storefront of Greensleeves Tobacco Emporium .
",PRES, The tense of the sentence is past.
"She talks too much , Max interrupted inside my head , his irritation evident .
",PRES, The tense of the sentence is present.
"Morley eyed her with a bit of a frown .
",PAST," The tense of the sentence ""Morley eyed her with a bit of a frown."" is present."
""" What manner of curse permits you to master stone without being a gargoyle ? ""
",PRES, The tense of the sentence is present.
"She remembered that cool detachment from their youth , the icy ruthlessness that had lured women and reckless gamblers alike .
",PRES, The tense of the sentence is past.
"Gregori 's silver eyes dwelt on her slender figure .
",PRES," The tense of the sentence ""Gregori's silver eyes dwelt on her slender figure."" is present."
"When I lift my eyes to look at him , my heart falls to my feet .
",PRES, The tense of the sentence is past.
"The captain squared his shoulders .
",PAST," The tense of the sentence ""The captain squared his shoulders"" is present."
"Despite my early feeling regarding him , reason returns .
",PRES, The tense of the sentence is past.
""" Her fiancé . ""
",PRES, The tense of the sentence is present.
"The three of you represent three options , or he can do whatever the fuck he wants with it .
",PRES," The tense of the sentence ""The three of you represent three options , or he can do whatever the fuck he wants with it ."" is present."
"He loves the seclusion of this island .
",PRES," The tense of the sentence ""He loves the seclusion of this island."" is present."
"He strokes a hand down the back of my head .
",PRES," The tense of the sentence ""He strokes a hand down the back of my head"" is present."
"Mom sighs loudly and we all look at her .
",PRES," The tense of the sentence ""Mom sighs loudly and we all look at her"" is present."
"He primarily sells his paintings in his own gallery on the Sunset Strip , nestled between all the famous nightclubs .
",PRES, The tense of the sentence is present.
"He stops pacing and turns toward me .
",PRES," The tense of the sentence ""He stops pacing and turns toward me"" is present."
"He mutters , pushing us along .
",PRES," The tense of the sentence ""He mutters , pushing us along .
"" is present."
"I lean over to pick it up between the moving legs and feet .
",PRES, The tense of the sentence is past.
"His warm breath tickled her cheek .
",PAST," The tense of the sentence ""His warm breath tickled her cheek."" is present."
""" Can you describe it ? ""
",PRES, The tense of the sentence is present.
"Shaking her head , she scooted to the opposite side of the mattress .
",PAST, The tense of the sentence is past.
"the gas tank exploded .
",PAST," The tense of the sentence ""the gas tank exploded"" is past."
""" An evil light shone in the Queen 's eye .
",PRES, The tense of the sentence is past.
"Claude eyed me for a long moment , then nodded .
",PAST," The tense of the sentence ""Claude eyed me for a long moment , then nodded .
"" is past."
"I rotated my left foot around in a circular motion .
",PAST, The tense of the sentence is present.
""" But Sire -- all your work ... "" "" Counts for naught now . ""
",PRES, The tense of the sentence is past.
"Her body moving restlessly , she inched toward him until she was rubbing against him , her body plastered against his entire front .
",PAST, The tense of the sentence is present.
"Her smile shone across her face . '
",PRES, The tense of the sentence is present.
""" That Doug and I were making out or something . ""
",PRES, The tense of the sentence is past.
"Kylie 's phone beeped , announcing she had messages .
",PAST, The tense of the sentence is present.
""" Holy fuck . ""
",PRES, The tense of the sentence is present.
"A signal to all other creatures , to stay away or be killed .
",PRES," The tense of the sentence ""A signal to all other creatures , to stay away or be killed .
"" is present."
"Violetta reaches out with her energy at the same time I reach out with mine .
",PRES," The tense of the sentence ""Violetta reaches out with her energy at the same time I reach out with mine."" is present."
"I scramble towards him , duck down and crawl under his bed .
",PRES, The tense of the sentence is past.
""" He loves you too much . ""
",PRES," The tense of the sentence ""He loves you too much."" is present."
"This earned him a respect from the rough Vikings that all his knowledge could not .
",PAST, The tense of the sentence is past.
"Well , I lied . ""
",PAST," The tense of the sentence ""Well, I lied."" is past."
"Realm looks defeated , and finally nods .
",PAST," The tense of the sentence ""Realm looks defeated , and finally nods .
"" is past."
"A look around the foyer revealed narrow corridors , clean but rather unremarkable .
",PAST, The tense of the sentence is past.
"The heavy rain that pelted their foil dimmed what little light seeped through the single uncovered port .
",PAST, The tense of the sentence is past.
""" That way madness lies .
",PRES, The tense of the sentence is present.
"Raffaele winces as the sword digs into the flesh of his neck .
",PRES, The tense of the sentence is past.
""" Make it quick Wallace and don 't say anything about where you are . ""
",PRES, The tense of the sentence is present.
"First , that she was pregnant , unmarried and destined to become the most scandalous member of her notorious family .
",PRES, The tense of the sentence is past.
"And then , stone by stone , it illuminated the great shrine until it passed through the flying arches at its feet .
",PAST, The tense of the sentence is past.
"His eyes roamed my face .
",PAST," The tense of the sentence ""His eyes roamed my face."" is present."
"Michael collected her and held her and she sank , crying , against his chest .
",PAST, The tense of the sentence is past.
"She swore she could feel his hunger , feel his inner need to touch her .
",PAST, The tense of the sentence is past.
"She sped up , leaping over a bent piece of metal , then dodging a piece of burning timber .
",PAST, The tense of the sentence is past.
"She falls to the floor .
",PRES," The tense of the sentence ""She falls to the floor."" is present."
"Brigid visited twice before the wedding , stressed and anxious .
",PAST, The tense of the sentence is past.
"Are you alright ? ""
",PAST," The tense of the sentence ""Are you alright?"" is present."
"Kaspar yanked me to his side , hugging me close but I hardly noticed .
",PAST," The tense of the sentence ""Kaspar yanked me to his side , hugging me close but I hardly noticed .
"" is past."
"She yanked her eyes open .
",PAST," The tense of the sentence ""She yanked her eyes open"" is present."
"She feared that their mission in La Salle was ending .
",PAST," The tense of the sentence ""She feared that their mission in La Salle was ending"" is past."
""" And a set of prints we don 't have on record .
",PRES, The tense of the sentence is past.
"Wood floors , walls the color of fog and a narrow table boasting a cobalt vase stuffed with roses and hydrangeas greeted her .
",PAST, The tense of the sentence is present.
"She straightened her spine .
",PAST," The tense of the sentence ""She straightened her spine."" is present."
""" You don 't like this dress , after all , "" she teased .
",PRES, The tense of the sentence is past.
"All the projects there undergo strict ethical reviews of course .
",PRES," The tense of the sentence ""All the projects there undergo strict ethical reviews of course."" is present."
"He strikes at the First Lord now ? ""
",PRES," The tense of the sentence ""He strikes at the First Lord now?"" is present."
"I clutched her hand and refused to let it go .
",PAST," The tense of the sentence ""I clutched her hand and refused to let it go"" is past."
"I scratch and claw , throw my knees at him , but nothing works .
",PRES, The tense of the sentence is past.
"Anne experienced a type of paralysis that seemed to freeze not only her body , but time itself .
",PAST, The tense of the sentence is past.
"Purity achieved , Arjuna negotiated yet another safe spot for his tee shot to land .
",PAST," The tense of the sentence ""Purity achieved , Arjuna negotiated yet another safe spot for his tee shot to land ."" is past."
""" You won 't get through to me , either , "" Ashe rumbled .
",PAST, The tense of the sentence is present.
"He adjusted the bandages covering the stitches on his right arm .
",PAST, The tense of the sentence is past.
"She brings her scooper down to the table and looks at me , obviously disappointed .
",PRES, The tense of the sentence is past.
"The continued visits where he had all but ignored her , treated her with a coldness he had not felt but which had nevertheless been necessary .
",PAST, The tense of the sentence is past.
"The figure dove on its knees beside her .
",PAST," The tense of the sentence ""The figure dove on its knees beside her."" is past."
""" Her soul merely sleeps . ""
",PRES," The tense of the sentence ""Her soul merely sleeps."" is present."
"The woman moves toward me but I do not have the strength to move or even pick up my arms to push her away .
",PRES, The tense of the sentence is past.
"During that journey back to Cambridge , what had seemed like fullness , hollowed out .
",PAST, The tense of the sentence is past.
"Warm awareness seeped in and tingled through her body .
",PAST, The tense of the sentence is present.
""" Everybody loves a winner ! ""
",PRES, The tense of the sentence is present.
""" Run in place on the platforms , "" April advised .
",PAST, The tense of the sentence is present.
"Staring down at her hands , she pretended to be engrossed by her nails .
",PAST, The tense of the sentence is past.
""" She likes you ? ""
",PRES," The tense of the sentence ""She likes you?"" is present."
""" And I would not want you to , "" he assured her gently , and she raised her eyes to meet his gaze .
",PAST, The tense of the sentence is past.
"Peter stormed over to him and demanded the film from his camera .
",PAST," The tense of the sentence ""Peter stormed over to him and demanded the film from his camera"" is past."
"I slap the top of the barrel and squeeze the pin in one fluid motion .
",PRES, The tense of the sentence is present.
"I exhale then frown with disappointment .
",PRES," The tense of the sentence ""I exhale then frown with disappointment"" is present."
"All the sly hints she 'd dropped that she was in Ashland to pay back her old friends and anyone else who 'd ever supposedly wronged her .
",PRES, The tense of the sentence is past.
"He just loves all your writings , and I seen him reading through them over and over every night .
",PRES, The tense of the sentence is past.
"His thumb circled and teased one of her nipples until it was hard and begging for his mouth .
",PAST, The tense of the sentence is past.
"She eyed him suspiciously .
",PAST," The tense of the sentence ""She eyed him suspiciously."" is present."
""" Tell me what that was , "" Shannon begged .
",PRES, The tense of the sentence is past.
""" Line cutter ! ""
",PRES, The tense of the sentence is present.
"A few people even bowed as they passed .
",PAST," The tense of the sentence ""A few people even bowed as they passed."" is past."
"Parker and Faye stood up from behind the table when Savannah said , "" Ouch "" "" Savannah ? ""
",PRES, The tense of the sentence is past.
"Silence engulfed the salon .
",PAST," The tense of the sentence ""Silence engulfed the salon."" is past."
""" Helping ye to undress , son . ""
",PRES, The tense of the sentence is past.
"She joked , ' People will think you 're tax inspectors , or maybe Vernon 's pools ? '
",PAST," The tense of the sentence ""She joked, 'People will think you're tax inspectors, or maybe Vernon's pools?' "" is past."
"They sound a little far fetched today - now that everything in our world is explained by science and mathematics .
",PAST, The tense of the sentence is present.
"The pedestal blocked a gunshot aimed at the girls .
",PAST," The tense of the sentence ""The pedestal blocked a gunshot aimed at the girls"" is past."
"The dogs suddenly quieted again .
",PAST," The tense of the sentence ""The dogs suddenly quieted again."" is past."
"Tessa tensed all over .
",PAST," The tense of the sentence ""Tessa tensed all over."" is present."
"Upstream from everyone , the Wanderer arose from the river .
",PAST," The tense of the sentence ""Upstream from everyone, the Wanderer arose from the river."" is past."
"My eyes widen as I taste myself on his lips and he pushes his tongue inside me with abandon .
",PRES, The tense of the sentence is past.
"Desperate cries wrought the air , ' Ye canna do this ?
",PAST," The tense of the sentence ""Desperate cries wrought the air , ' Ye canna do this ?"" is past."
""" You 've got to be kidding , "" Mary slapped her playfully .
",PAST, The tense of the sentence is past.
""" How cliche , little partner .
",PAST, The tense of the sentence is present.
"Bowing his head , he prayed to get his patience back .
",PAST," The tense of the sentence ""Bowing his head , he prayed to get his patience back ."" is past."
""" I think he might know of a cure , "" Aiden points out .
",PRES, The tense of the sentence is present.
"Brooke just shrugs again .
",PRES," The tense of the sentence ""Brooke just shrugs again."" is present."
"The smell of burnt flesh violated the air as Emilio 's hand was ruthlessly burned .
",PAST, The tense of the sentence is past.
"I fold my arms across my stomach .
",PRES," The tense of the sentence ""I fold my arms across my stomach."" is present."
""" Your doctor , "" he gritted out .
",PAST, The tense of the sentence is present.
"We attempted to carry her into the cabin , but as soon as she had quitted the fresh air she fainted .
",PAST, The tense of the sentence is past.
"He dared not hope she could ever learn to love him again , learn to trust him again .
",PAST, The tense of the sentence is past.
"I pretended to mull it over .
",PAST," The tense of the sentence ""I pretended to mull it over"" is past."
"Callie lets go of my waist .
",PRES," The tense of the sentence ""Callie lets go of my waist"" is present."
"Maddie stowed her precious gift on the floor and hugged her back .
",PAST," The tense of the sentence ""Maddie stowed her precious gift on the floor and hugged her back"" is past."
""" Were you eavesdropping on us ? ""
",PRES," The tense of the sentence ""Were you eavesdropping on us?"" is past."
"I swing around a jogger stretching near a tree .
",PRES," The tense of the sentence ""I swing around a jogger stretching near a tree"" is present."
"Adam sighs , rolls his eyes dramatically .
",PRES," The tense of the sentence ""Adam sighs , rolls his eyes dramatically .
"" is present."
"In his rush to pick up the ball , he loses control of it and it bounces away .
",PRES, The tense of the sentence is past.
""" Sal -- "" "" Help me . ""
",PRES, The tense of the sentence is present.
"I wipe the sweat from my forehead .
",PRES," The tense of the sentence ""I wipe the sweat from my forehead"" is present."
""" So they threaten to show the tape to the righteous Reverend Hammond .
",PRES, The tense of the sentence is past.
"Jolie reaches out for Pat 's mobile .
",PRES," The tense of the sentence ""Jolie reaches out for Pat 's mobile .
"" is present."
"Trees as tall as a man arose around him , before the wall .
",PAST, The tense of the sentence is past.
"Fear lanced through her so sharply and completely that she felt a sudden tingling in every part of her body .
",PAST, The tense of the sentence is past.
""" Very , "" she breathes out .
",PRES, The tense of the sentence is present.
"Fin flicked his hand in the direction of a long pole and set fire to the box with wires stretching from it .
",PAST, The tense of the sentence is past.
"He clasped his palms together and stared at me like he had at the car earlier ; he gazed right through me .
",PAST, The tense of the sentence is past.
"She fisted her hands and battered me weakly , her nails drawing thin trails of blood .
",PRES, The tense of the sentence is past.
"She flicked through images and videos , seeing within the suit 's files all that Daniel had said but still she was doubtful .
",PAST, The tense of the sentence is past.
"He recognizes me immediately and his face drains of color .
",PRES," The tense of the sentence ""He recognizes me immediately and his face drains of color"" is present."
"She lied to me , so I 'm hurt .
",PAST," The tense of the sentence ""She lied to me , so I 'm hurt .
"" is present."
""" Rachel , this is my friend , Abby .
",PRES, The tense of the sentence is present.
"I just never dreamed they would do something like confront you in a bathroom .
",PAST, The tense of the sentence is past.
""" And you Coach . ""
",PRES, The tense of the sentence is present.
"She winks at him and then comes back out with ... "" "" Soup laced with the hottest hot sauce you 've ever tasted ? ""
",PRES, The tense of the sentence is present.
"A bed and a good meal await us there . ""
",PRES," The tense of the sentence ""A bed and a good meal await us there."" is present."
"Archie urged Samuel on to stay .
",PAST," The tense of the sentence ""Archie urged Samuel on to stay."" is past."
"No use , it snaps under the weight of my body .
",PRES," The tense of the sentence ""No use , it snaps under the weight of my body ."" is present."
"Meeting his eyes , I add in a quiet voice , "" It hurts me . ""
",PRES, The tense of the sentence is past.
"Easily sensing his pleasure , Shay teasingly circled the nipple until it hardened in reaction .
",PAST, The tense of the sentence is past.
"He drops his eyes to my lips where his thumb is still stroking them .
",PRES, The tense of the sentence is present.
""" Almost as if something is physically surrounding you .
",PRES, The tense of the sentence is present.
"No , no , no , she begged .
",PRES," The tense of the sentence ""No , no , no , she begged ."" is past."
"As soon as she gets the last one , I spring upright and scramble over to where Alex is lying on the floor .
",PRES, The tense of the sentence is present.
""" You know exactly what we mean , "" Deb chimed in .
",PAST, The tense of the sentence is present.
""" It is time , "" a man announced .
",PAST, The tense of the sentence is present.
"Toni thanked the doctor as he walked out the door to finish his rounds .
",PAST, The tense of the sentence is past.
""" I want it to work ; therefore it will , "" he stated firmly .
",PAST, The tense of the sentence is present.
""" Officially they chalked it up to an interrupted burglary , but as I recall there were a lot of rumors going around .
",PAST, The tense of the sentence is past.
"Narrowing his eyes on the book , Nick slapped at his back pockets to see if the book in Grim 's hand was a duplicate .
",PAST, The tense of the sentence is past.
""" Late seventeenth century . ""
",PRES, The tense of the sentence is past.
"Of course , everyone 's dressed in the Tudor style , with puffed up , layered sleeves .
",PAST, The tense of the sentence is present.
"Trevor collected their coats and waited patiently while she ran around making sure everything was cleared away properly and that nothing was left undone .
",PAST, The tense of the sentence is past.
""" Never trusted either one of those shuck traitors . ""
",PAST, The tense of the sentence is past.
"With practiced skill , she adjusted the flame .
",PAST," The tense of the sentence ""With practiced skill , she adjusted the flame ."" is present."
"The bright lights seared my eyes for all of a minute , but by then my escorts had shut the door on the cell .
",PAST, The tense of the sentence is past.
""" Ralph Lauren ? ""
",PRES, The tense of the sentence is present.
"She deposited it on the side table with a frown .
",PAST," The tense of the sentence ""She deposited it on the side table with a frown."" is past."
""" Eggs cost twice as much without the household ration coupon , "" Kowalski countered .
",PAST, The tense of the sentence is present.
"The ship rumbles , and I feel the pilot working with the thrusters to bring us off the ground .
",PRES, The tense of the sentence is present.
"But Jared 's attention never strayed .
",PAST," The tense of the sentence ""But Jared 's attention never strayed .
"" is present."
"I asked skeptically , my heart still pounding in my chest .
",PRES, The tense of the sentence is past.
"Skyla glances past my shoulder before meeting my gaze .
",PRES," The tense of the sentence ""Skyla glances past my shoulder before meeting my gaze"" is present."
"He stretches and stands up , putting his hands on my waist and hoisting me up .
",PRES, The tense of the sentence is past.
"A lone warrior , grizzled with age , and carrying his spear with its head downward in token of peace , advanced from the main horde .
",PAST, The tense of the sentence is past.
""" I suspect they "" ve been delayed by matters of great importance . ""
",PRES, The tense of the sentence is past.
"Then he withdrew it and left her hand enclosing nothing and he said , "" Remember the Hard Ones , Dua .
",PAST, The tense of the sentence is past.
"They patted themselves , checking pockets , sleeves , pant legs , as they made sure the weapons they had were secured .
",PAST, The tense of the sentence is present.
"He motioned her toward the elevator and scanned his security card .
",PAST, The tense of the sentence is past.
"He pinched her cl * t again then slowly moved his fingers back into her cunt .
",PAST, The tense of the sentence is past.
"When my fingers roll over my clit , my head falls back on his shoulder , my mouth finds his , and then I explode .
",PRES, The tense of the sentence is present.
"He flicked her clitoris with his stiffened tongue and she lifted to his mouth , seeking more .
",PAST, The tense of the sentence is past.
""" And what borders the Pacific Ocean ? ""
",PRES, The tense of the sentence is present.
"Pearl 's voice floated out , "" What was that you said about never seeing another Flamingo Sweet ? ""
",PAST, The tense of the sentence is past.
"Everyone escaped , fortunately , but the inn was a loss .
",PAST, The tense of the sentence is past.
"the man exclaimed in a Northern accent .
",PAST," The tense of the sentence ""the man exclaimed in a Northern accent"" is present."
"' Knowing him , he blames himself ! '
",PRES," The tense of the sentence ""' Knowing him , he blames himself ! '"" is present."
""" She told me to wait , so I did , "" the girl whispers .
",PRES, The tense of the sentence is past.
"He stops short and turns to face me .
",PRES," The tense of the sentence ""He stops short and turns to face me"" is present."
""" That phrase applies to so many things at the moment that I 'm not sure which you 're referring to in particular . ""
",PRES, The tense of the sentence is present.
